00,00,1.000E+09,2.639E+17
1,00,1.000E+09,1.593E+18
1,00,1.000E+09,1.593E+18
1,00,1.000E+09,1.700E+18
1,00,1.000E+09,7.190E+18
1,00,1.000E+09,1.131E+19
1,00,1.000E+09,2.053E+19
1,00,1.000E+09,2.534E+19
1,00,1.000E+09,4.549E+19
1,00,1.000E+09,1.007E+20
6,01,1.000E+09,1.300E+20
-5,00,1.000E+09,2.163E+20
6,01,1.000E+09,9.390E+20
1,01,1.000E+09,9.390E+20
1,01,1.000E+09,1.010E+21
-7,00,1.000E+09,1.739E+21
-7,01,1.000E+09,5.080E+21
1,01,1.000E+09,8.605E+21
1,01,1.000E+09,1.713E+22
6,00,1.000E+09,2.151E+22
-5,01,1.000E+09,2.156E+22
1,01,1.000E+09,3.919E+22
1,01,1.000E+09,7.582E+22
1,01,1.000E+09,1.034E+23
1,01,1.000E+09,4.379E+23
1,01,1.000E+09,2.878E+24
1,00,1.000E+09,7.881E+24
2,02,1.000E+09,7.930E+24
1,02,1.000E+09,9.830E+25
1,02,1.000E+09,9.830E+25
1,02,1.000E+09,1.090E+26
1,02,1.000E+09,9.086E+26
-6,01,1.000E+09,1.462E+27
7,02,1.000E+09,1.916E+27
1,02,1.000E+09,5.078E+27
1,02,1.000E+09,7.028E+27
1,02,1.000E+09,1.631E+28
1,02,1.000E+09,4.080E+28
1,02,1.000E+09,5.977E+28
1,02,1.000E+09,3.748E+29
1,02,1.000E+09,2.860E+30
2,00,1.000E+09,3.330E+30
1,03,1.000E+09,2.760E+32
-1,01,1.000E+09,3.093E+33
-1,02,1.000E+09,6.892E+33
3,03,1.000E+09,8.053E+33
1,03,1.000E+09,8.053E+33
1,03,1.000E+09,9.357E+33
1,03,1.000E+09,1.753E+35
1,03,1.000E+09,5.248E+35
1,03,1.000E+09,2.201E+36
1,03,1.000E+09,3.549E+36
1,03,1.000E+09,1.223E+37
1,03,1.000E+09,4.689E+37
1,03,1.000E+09,8.111E+37
1,03,1.000E+09,1.143E+39
1,03,1.000E+09,1.803E+40
2,02,1.000E+09,1.697E+42
-1,03,1.000E+09,7.965E+44
2,04,1.000E+09,6.080E+45
1,04,1.000E+09,8.874E+47
1,04,1.000E+09,8.874E+47
1,04,1.000E+09,1.128E+48
1,04,1.000E+09,9.612E+49
1,04,1.000E+09,5.558E+50
1,04,1.000E+09,5.509E+51
1,04,1.000E+09,1.183E+52
1,04,1.000E+09,8.561E+52
1,04,1.000E+09,7.352E+53
1,04,1.000E+09,1.764E+54
1,04,1.000E+09,1.209E+56
3,03,1.000E+09,2.813E+56
-2,04,1.000E+09,9.691E+57
1,04,1.000E+09,1.982E+65
2,05,1.000E+09,3.200E+79
-1,04,1.000E+09,2.500E+83
2,05,1.000E+09,3.418E+83
1,05,1.000E+09,3.418E+83
1,05,1.000E+09,5.524E+83
1,05,1.000E+09,2.673E+87
1,05,1.000E+09,8.938E+88
1,05,1.000E+09,8.780E+90
1,05,1.000E+09,4.051E+91
1,05,1.000E+09,2.121E+93
1,05,1.000E+09,1.564E+95
1,05,1.000E+09,9.003E+95
1,05,1.000E+09,4.222E+99
1,05,1.000E+09,2.707E+103
1,05,1.000E+09,8.395E+117
1,05,1.000E+09,9.598E+153
1,00,1.000E+09,2.639E+17
